Unnamed: 0_wildfire,id,fire_number,year,discovered_date,date_wildfire,detection_agent_type,smoke_type,smoke_color,smoke_base_size,condition_of_smoke,latitude_wildfire,longitude_wildfire,dispatch_date,dispatched_resource,ia_getaway_time,assessment_datetime,assessment_size,assessment_result,assessment_resource,fire_spread_rate,fire_type,fuel_type,fire_position_on_slope,comments,general_cause,eco_zone_flag,wui_indicator,temperature,relative_humidity_wildfire,wind_direction,wind_speed,weather_conditions_over_fire,initial_action_by,ia_arrival_at_fire_date,ia_access,air_ff_start_date,air_ff_start_size,ground_ff_start_date,ground_ff_start_size,bucketing_on_fire,distance_from_water_source,first_bucket_drop_date,first_bh_date,first_bh_size,first_uc_date,first_uc_size,first_to_date,first_to_size,first_ex_date,first_ex_size_perimeter,current_size,size_class,ia_getaway_obj,ia_start_size_obj,first_burn_period_obj,contained_size_obj,geometry,FA_NAME,forest_area,hour_of_day,date_day,Unnamed: 0_weather,station_id,date_weather,update_timestamp,dry_bulb_temperature,dew_point,relative_humidity_weather,rain_mm,snow_cm,hail_mm,precipitation_mm,wind_speed_kmh,wind_gust_kmh,wind_azimuth,ffmc,dmc,dc,isi,bui,fwi,dsr,latitude_weather,longitude_weather
16604,37174,RWF098,2006,7/2/2006 13:57,2006-07-02 13:59:00,LKT,LC,LG,S,Straight Up,52.478283,-116.128667,7/2/2006 14:00,HAC,5  minutes,7/2/2006 14:20,0.01,Immediate Action,IA Forces,0.0,Surface,C2,Flat,,Lightning,,N,21.0,35.0,N,2.0,CB Dry,HAC1H,7/2/2006 14:20,Conventional R/W,7/2/2006 14:51,0.01,7/2/2006 14:40,0.01,N,,,7/2/2006 15:45,0.2,7/2/2006 16:00,0.2,,,7/2/2006 16:25,0.2,0.2,B,Y,?,Y,Y,POINT (423376.8223068457 5812508.355311967),Rocky Mountain House Forest Area,Rocky Mountain House,13.98333333,2006-07-02,219908,BY,2006-07-02,,17.0,2.8,38.56,0.0,0.0,0.0,0.0,15.0,,270,89.0,27.8,111.5,8.0,34.3,15.5,3.48,52.53,-116.13
16604,37174,RWF098,2006,7/2/2006 13:57,2006-07-02 13:59:00,LKT,LC,LG,S,Straight Up,52.478283,-116.128667,7/2/2006 14:00,HAC,5  minutes,7/2/2006 14:20,0.01,Immediate Action,IA Forces,0.0,Surface,C2,Flat,,Lightning,,N,21.0,35.0,N,2.0,CB Dry,HAC1H,7/2/2006 14:20,Conventional R/W,7/2/2006 14:51,0.01,7/2/2006 14:40,0.01,N,,,7/2/2006 15:45,0.2,7/2/2006 16:00,0.2,,,7/2/2006 16:25,0.2,0.2,B,Y,?,Y,Y,POINT (423376.8223068457 5812508.355311967),Rocky Mountain House Forest Area,Rocky Mountain House,13.98333333,2006-07-02,984332,NX,2006-07-02,,23.0,7.0,35.0,0.0,0.0,0.0,0.0,6.0,,225,92.1,54.9,290.0,7.9,74.5,23.0,7.0,52.48,-116.16
16607,37177,RWF099,2006,7/2/2006 14:08,2006-07-02 14:09:00,LKT,HC,DG,N,Drifting High,52.464167,-116.033667,7/2/2006 14:09,Air Tanker,5  minutes,7/2/2006 14:24,2.0,Immediate Action,AAO,5.0,Crown,C3,Upper 1/3,"Water source north 1/2 mile.
Require 1 medium, 2 bladders, tanker group
",Lightning,,N,25.0,45.0,W,15.0,CB Wet,Air Tanker,7/2/2006 14:24,,7/2/2006 14:40,2.0,7/2/2006 20:00,7.0,Y,0.5,7/2/2006 16:09,7/3/2006 20:40,7.0,7/11/2006 12:30,126.0,,,8/9/2006 16:00,126.0,126.0,D,Y,Y,N,N,POINT (429803.5565130765 5810842.370340408),Rocky Mountain House Forest Area,Rocky Mountain House,14.15,2006-07-02,219908,BY,2006-07-02,,17.0,2.8,38.56,0.0,0.0,0.0,0.0,15.0,,270,89.0,27.8,111.5,8.0,34.3,15.5,3.48,52.53,-116.13
16611,37181,RWF102,2006,7/2/2006 15:58,2006-07-02 15:58:00,UNP,,,,,52.6215,-115.716667,7/2/2006 15:59,HAC,5  minutes,7/2/2006 16:23,0.01,Immediate Action,IA Forces,0.5,Surface,C2,Lower 1/3,Stream 10m North.,Lightning,,N,21.0,40.0,CLM,0.0,Rainshowers,HAC1H,7/2/2006 16:10,Conventional R/W,7/2/2006 16:24,0.01,7/2/2006 16:57,0.01,Y,1.0,7/2/2006 16:24,7/2/2006 16:58,0.01,7/2/2006 17:10,0.01,,,7/2/2006 17:45,0.01,0.01,A,Y,?,Y,Y,POINT (451504.4123264774 5828074.890603707),Rocky Mountain House Forest Area,Rocky Mountain House,15.96666667,2006-07-02,48452,AU,2006-07-02,,24.0,11.4,45.16,0.0,0.0,0.0,0.0,8.0,,225,90.5,41.1,152.4,6.9,49.1,16.9,4.04,52.65,-115.72
16612,37182,RWF101,2006,7/2/2006 15:55,2006-07-02 15:55:00,LKT,LC,MG,M,Straight Up,52.60425,-115.708167,7/2/2006 16:00,HAC,5  minutes,7/2/2006 16:10,0.01,Immediate Action,IA Forces,0.1,Crown,C2,Lower 1/3,Value at Risk Timber,Lightning,,N,18.0,54.0,SE,9.0,CB Dry,HAC1H,7/2/2006 16:13,Conventional R/W,,,7/2/2006 16:30,0.01,N,,,7/2/2006 18:46,0.01,7/4/2006 18:46,0.01,,,7/7/2006 14:00,0.01,0.01,A,Y,?,Y,Y,POINT (452060.7479434085 5826151.219075277),Rocky Mountain House Forest Area,Rocky Mountain House,15.91666667,2006-07-02,48452,AU,2006-07-02,,24.0,11.4,45.16,0.0,0.0,0.0,0.0,8.0,,225,90.5,41.1,152.4,6.9,49.1,16.9,4.04,52.65,-115.72
16617,37082,HWF123,2006,6/29/2006 10:57,2006-06-29 10:58:00,LKT,LC,LG,S,Drifting Low,57.581,-114.444,6/29/2006 11:00,FPD Staff,Project Status,6/29/2006 11:27,2.0,Immediate Action,Other,1.0,Surface,O1b,Flat,Hac + Bucket. Access is R/W,Resident,,N,20.0,40.0,SW,20.0,Clear,FPD Staff,6/29/2006 11:26,,6/29/2006 11:28,2.0,6/29/2006 12:20,2.0,Y,3.0,6/29/2006 11:28,6/29/2006 13:20,2.0,6/29/2006 16:36,2.0,,,6/29/2006 20:40,12.0,12.0,C,Y,Y,Y,Y,POINT (533234.1946515868 6379645.417864346),High Level Forest Area,High Level,10.96666667,2006-06-29,497591,F1,2006-06-29,,19.5,2.0,29.0,0.0,0.0,0.0,0.0,23.0,41.0,45,87.3,45.8,457.2,9.2,73.2,25.5,8.4,57.65,-114.53
16619,37574,EWF174,2006,,2006-07-03 16:41:00,UNP,,,,,53.45908,-117.566727,7/3/2006 16:43,FPD Staff,30  minutes,7/3/2006 17:10,0.01,Immediate Action,IA Forces,0.0,Surface,O1b,Flat,,Lightning,,N,24.0,43.0,NE,15.0,CB Dry,Fire Department,,,,,,,,,,7/3/2006 17:10,0.01,7/3/2006 17:10,0.01,,,7/3/2006 17:10,0.01,0.01,A,Y,,Y,Y,POINT (329663.4090361778 5924037.345596327),Edson Forest Area,Edson,16.68333333,2006-07-03,435473,E4,2006-07-03,,25.5,12.0,41.0,0.0,0.0,0.0,0.0,7.0,,270,91.9,61.7,252.8,8.0,76.6,23.6,7.32,53.4,-117.58
16620,37461,GWF144,2006,7/3/2006 17:23,2006-07-03 17:23:00,LKT,LC,LG,N,Drifting High,54.512017,-119.59275,7/3/2006 20:47,HAC,5  minutes,7/3/2006 21:00,0.2,Delayed Action - No Resources Available,IA Forces,0.0,Surface,C2,Lower 1/3,,Lightning,,N,26.0,30.0,W,20.0,CB Wet,HAC1H,7/5/2006 21:00,Conventional R/W,7/5/2006 21:05,0.1,7/5/2006 21:01,0.1,Y,2.0,7/5/2006 21:05,7/4/2006 10:00,0.1,7/6/2006 14:15,0.1,,,7/9/2006 21:30,0.02,0.02,A,Y,?,Y,Y,POINT (202876.5533261931 6047779.264968862),Grande Prairie Forest Area,Grande Prairie,17.38333333,2006-07-03,976110,NM,2006-07-03,,23.5,9.8,41.83,0.0,0.0,0.0,0.0,0.0,,0,90.1,44.6,177.4,4.4,54.7,12.6,2.4,54.56,-119.63
16627,37742,WWF078,2006,7/25/2006 20:22,2006-07-25 20:22:00,AIR,,,,,54.185667,-117.3134,7/25/2006 20:22,RAP,5  minutes,7/25/2006 20:22,0.3,Immediate Action,IA Forces,2.0,Ground,C2,Flat,"Well site 100m east.  Tankers requested. No water sources nearby, however it is road accessible.",Lightning,,N,20.0,55.0,W,5.0,Cloudy,HAC1R,7/25/2006 20:22,Ground,7/25/2006 20:48,0.01,7/25/2006 20:26,0.01,Y,1.0,7/25/2006 20:48,7/25/2006 21:45,0.3,7/26/2006 5:30,0.1,,,7/26/2006 11:50,0.1,0.1,A,Y,?,Y,Y,POINT (349106.5802752717 6004247.590612551),Whitecourt Forest Area,Whitecourt,20.36666667,2006-07-25,131654,BE,2006-07-25,,22.0,5.3,33.69,0.0,0.0,0.0,0.0,12.0,,135,90.2,28.3,358.4,8.1,47.3,18.5,4.75,54.09,-117.4
16635,37737,GWF157,2006,,2006-07-25 14:20:00,UNP,,,,,55.005083,-118.888833,7/25/2006 14:25,FPD Staff,30  minutes,7/25/2006 15:04,0.12,Immediate Action,IA Forces,0.0,Surface,M2,Flat,"Paved highway, no water sources in vicinity.  ",Undetermined,,N,29.0,28.0,CLM,0.0,Cloudy,Fire Department,,,,,,,,,,7/25/2006 15:04,0.12,7/25/2006 15:04,0.12,,,7/25/2006 16:00,0.08,0.08,A,Y,,Y,Y,POINT (251433.3601766459 6099832.712975125),Grande Prairie Forest Area,Grande Prairie,14.33333333,2006-07-25,613008,GD,2006-07-25,,27.5,7.4,28.04,0.0,0.0,0.0,0.0,19.0,40.0,135,92.7,58.4,488.8,16.4,90.0,41.4,19.82,54.98,-118.94
16647,37876,EWF249,2006,8/19/2006 9:30,2006-08-19 09:31:00,UNP,,,,,53.435267,-117.552117,8/19/2006 9:33,FPD Staff,30  minutes,8/19/2006 9:45,0.01,Immediate Action,IA Forces,0.0,Surface,,Flat,Require action by power company.,Power Line Industry,,N,16.0,90.0,CLM,0.0,Cloudy,Other Agency,,,,,,,,,,8/19/2006 9:45,0.01,8/19/2006 9:45,0.01,,,8/19/2006 11:00,0.01,0.01,A,Y,,Y,Y,POINT (330538.0001852394 5921355.1544616),Edson Forest Area,Edson,9.516666667,2006-08-19,435520,E4,2006-08-19,,16.0,12.0,72.0,0.5,0.0,0.0,0.5,7.0,,225,84.5,35.3,426.3,2.8,58.5,9.0,1.34,53.4,-117.58
16658,37156,EWF120,2006,,2006-07-01 17:39:00,UNP,,,,,53.930717,-118.968583,7/1/2006 17:41,HAC,5  minutes,7/1/2006 17:50,0.1,Immediate Action,IA Forces,1.0,Surface,O1a,Upper 1/3,100-300m east.,Railroad,,N,24.0,15.0,NW,5.0,Clear,HAC1H,7/1/2006 17:48,Conventional R/W,7/1/2006 18:35,0.1,7/1/2006 17:50,0.1,Y,0.2,7/1/2006 18:35,7/1/2006 19:00,0.1,7/1/2006 20:12,0.1,,,7/1/2006 20:44,0.03,0.03,A,Y,?,Y,Y,POINT (239597.5686116235 5980716.515693343),Edson Forest Area,Edson,17.65,2006-07-01,437118,E5,2006-07-01,,23.2,1.0,22.0,0.0,0.0,0.0,0.0,9.0,,225,94.0,81.6,390.1,11.8,107.1,36.2,15.65,53.92,-118.87
16668,37194,EWF137,2006,7/2/2006 17:42,2006-07-02 17:43:00,LKT,LC,MG,S,Straight Up,53.887983,-116.582217,7/2/2006 17:43,HAC,5  minutes,7/2/2006 18:03,0.01,Immediate Action,IA Forces,0.3,Surface,C2,Middle 1/3,"No values at risk. I Hac crew required.
Conventional RW access.
No water sources found for pumping.",Lightning,,N,25.0,25.0,CLM,0.0,Clear,HAC1H,7/2/2006 18:00,Conventional R/W,7/2/2006 18:15,0.01,7/2/2006 18:15,0.01,Y,1.0,7/2/2006 18:15,7/2/2006 18:03,0.01,7/2/2006 19:45,0.01,,,7/2/2006 21:47,0.01,0.01,A,Y,?,Y,Y,POINT (396053.7998951505 5969828.93489772),Edson Forest Area,Edson,17.71666667,2006-07-02,885396,MB,2006-07-02,,21.5,4.6,33.08,0.0,0.0,0.0,0.0,12.0,,135,90.7,38.5,204.0,8.6,52.3,20.5,5.71,53.86,-116.67
16669,37420,GWF142,2006,7/5/2006 7:58,2006-07-05 08:00:00,LKT,S,LG,N,Drifting Low,54.793867,-118.269067,7/5/2006 9:09,HAC,30  minutes,7/5/2006 9:45,0.01,Immediate Action,Wildfire Assessor,0.1,Ground,M2,Flat,"Timber at risk, thick forest. Access: walking, water source: beaver dam 20m from fire.",Lightning,,N,25.0,60.0,CLM,0.0,Cloudy,HAC1H,7/5/2006 12:15,Ground,7/5/2006 13:35,0.01,7/5/2006 12:30,0.01,N,,,7/5/2006 13:52,0.01,7/5/2006 16:30,0.01,,,7/5/2006 18:40,0.01,0.01,A,N,?,Y,Y,POINT (289934.1738003824 6074322.624189736),Grande Prairie Forest Area,Grande Prairie,8.0,2006-07-05,465817,EC,2006-07-05,,20.0,15.5,75.3,2.8,0.0,0.0,2.8,11.0,,135,67.7,45.9,292.2,1.0,65.9,3.6,0.27,54.79,-118.23
16695,37248,GWF115,2006,7/3/2006 15:25,2006-07-03 15:26:00,LKT,S,LG,N,Drifting Low,54.401292,-118.951826,7/3/2006 15:26,HAC,5  minutes,7/3/2006 15:36,0.01,Immediate Action,IA Forces,0.0,Surface,C2,Flat,,Lightning,,N,20.0,35.0,CLM,0.0,Cloudy,HAC1H,7/3/2006 15:31,Conventional R/W,7/3/2006 15:37,0.01,7/3/2006 15:45,0.01,Y,1.0,7/3/2006 15:37,7/3/2006 15:54,0.01,7/3/2006 15:55,0.01,,,7/3/2006 18:02,0.01,0.01,A,Y,?,Y,Y,POINT (243625.5400153004 6032952.713641454),Grande Prairie Forest Area,Grande Prairie,15.43333333,2006-07-03,753642,KA,2006-07-03,,26.5,4.9,25.01,0.0,0.0,0.0,0.0,13.0,,315,93.4,49.4,191.0,13.3,60.0,29.6,10.95,54.42,-118.98
16701,37267,SWF153,2006,7/3/2006 16:42,2006-07-03 16:47:00,LKT,LC,LG,N,Drifting Low,55.4955,-114.146333,7/3/2006 16:47,HAC,5  minutes,7/3/2006 17:20,0.2,Immediate Action,IA Forces,1.0,Surface,C2,Flat,"None, Timber at risk",Lightning,,N,25.0,40.0,SW,10.0,Cloudy,HAC1H,7/3/2006 17:16,Conventional R/W,7/3/2006 17:25,0.2,7/3/2006 17:30,0.2,Y,0.8,7/3/2006 17:25,7/3/2006 17:40,0.3,7/3/2006 18:30,0.3,,,7/3/2006 21:30,0.3,0.3,B,Y,?,Y,Y,POINT (553910.5158739166 6147802.43683099),Slave Lake Forest Area,Slave Lake,16.78333333,2006-07-03,918679,MN,2006-07-03,,24.5,10.1,40.19,0.0,0.0,0.0,0.0,8.0,,270,89.9,52.1,242.9,6.3,67.8,18.7,4.86,55.55,-114.18
16703,37578,RWF149,2006,7/13/2006 16:50,2006-07-13 16:52:00,LKT,,,,,52.030833,-115.471167,7/13/2006 16:59,Air Tanker,5  minutes,7/13/2006 17:14,0.75,Immediate Action,IA Forces,1.0,Surface,,Middle 1/3,Burning in a cut block.,Lightning,,N,22.0,29.0,N,5.0,Cloudy,Air Tanker,7/13/2006 17:15,,7/13/2006 17:34,0.13,7/13/2006 17:40,0.13,Y,0.8,7/13/2006 17:45,7/13/2006 19:27,0.13,7/13/2006 21:05,0.13,,,7/14/2006 13:30,0.13,0.13,B,Y,Y,Y,Y,POINT (467689.3787803266 5762265.579521937),Rocky Mountain House Forest Area,Rocky Mountain House,16.86666667,2006-07-13,166181,BL,2006-07-13,,14.0,-0.4,37.13,0.4,0.0,0.0,0.4,7.0,,135,84.7,19.2,129.2,2.9,28.0,5.8,0.61,52.13,-115.43
16714,37093,LWF107,2006,6/29/2006 14:34,2006-06-29 14:34:00,AIR,,,,,56.195767,-112.6346,6/29/2006 14:38,FTAC,5  minutes,6/29/2006 14:38,0.3,Immediate Action,IA Forces,2.0,Surface,C2,Flat,"Value at risk timber. Tankers, and two crews already on route.",Lightning,,N,24.0,30.0,E,25.0,Clear,HAC1H,6/29/2006 14:38,Conventional R/W,6/29/2006 14:51,0.3,6/29/2006 14:45,0.3,Y,5.0,6/29/2006 14:51,6/29/2006 19:30,5.0,6/30/2006 13:30,5.3,,,6/30/2006 15:00,5.3,5.3,C,Y,?,Y,N,POINT (646703.6361393062 6227893.018818824),Lac La Biche Forest Area,Lac La Biche,14.56666667,2006-06-29,806540,L1,2006-06-29,,20.4,0.0,24.0,1.27,0.0,0.0,1.27,18.0,40.0,90,88.8,54.9,308.6,8.9,76.0,25.4,8.36,56.11,-112.55
16721,37758,CWF161,2006,,2006-07-25 22:45:00,UNP,,,,,51.0896,-115.038117,7/25/2006 22:50,FPD Staff,Off Duty,7/25/2006 23:30,0.01,Immediate Action,IA Forces,0.0,Ground,,Flat,,Resident,,N,19.0,60.0,CLM,0.0,Cloudy,Fire Department,,,,,,,,,,7/25/2006 23:30,0.01,7/25/2006 23:30,0.01,,,7/26/2006 9:00,0.01,0.01,A,Y,,Y,Y,POINT (497331.5683894253 5657524.692639757),Calgary Forest Area,Calgary,22.75,2006-07-25,185621,BP,2006-07-25,,21.5,5.8,35.96,0.01,0.0,0.0,0.01,10.0,,45,88.0,40.5,201.1,5.3,53.9,14.5,3.09,51.05,-115.08
16723,37471,RWF133,2006,7/5/2006 18:33,2006-07-05 18:33:00,LKT,LC,LG,S,Straight Up,52.9835,-115.3655,7/5/2006 18:50,RAP,5  minutes,7/5/2006 18:53,0.01,Immediate Action,AAO,0.0,Ground,C2,Flat,,Lightning,,N,22.0,40.0,CLM,0.0,Clear,Air Tanker,7/5/2006 18:53,,7/5/2006 18:53,0.01,7/5/2006 19:32,0.05,N,,,7/5/2006 20:47,0.05,7/5/2006 20:47,0.05,,,7/6/2006 16:38,0.05,0.05,A,Y,Y,Y,Y,POINT (475471.6738575319 5868148.395760668),Rocky Mountain House Forest Area,Rocky Mountain House,18.55,2006-07-05,227679,BZ,2006-07-05,,27.0,11.4,37.79,0.0,0.0,0.0,0.0,7.0,,180,91.6,58.0,224.1,7.7,70.4,22.1,6.5,53.04,-115.44
16725,37280,RWF108,2006,7/3/2006 17:38,2006-07-03 17:40:00,LKT,LC,LG,S,Drifting Low,52.48845,-116.136967,7/3/2006 17:45,HAC,5  minutes,7/3/2006 18:01,0.1,Immediate Action,IA Forces,0.1,Surface,C3,Flat,,Lightning,,N,25.0,30.0,SE,5.0,Clear,HAC1H,7/3/2006 17:57,Conventional R/W,7/3/2006 18:13,0.01,7/3/2006 18:10,0.01,Y,0.5,7/3/2006 18:13,7/3/2006 18:40,0.1,7/3/2006 19:01,0.1,,,7/3/2006 20:12,0.1,0.1,A,Y,?,Y,Y,POINT (422831.1633810113 5813647.578035052),Rocky Mountain House Forest Area,Rocky Mountain House,17.66666667,2006-07-03,219909,BY,2006-07-03,,18.0,4.3,40.25,0.01,0.0,0.0,0.01,15.0,,360,89.0,30.5,118.4,8.0,37.1,16.2,3.74,52.53,-116.13
16725,37280,RWF108,2006,7/3/2006 17:38,2006-07-03 17:40:00,LKT,LC,LG,S,Drifting Low,52.48845,-116.136967,7/3/2006 17:45,HAC,5  minutes,7/3/2006 18:01,0.1,Immediate Action,IA Forces,0.1,Surface,C3,Flat,,Lightning,,N,25.0,30.0,SE,5.0,Clear,HAC1H,7/3/2006 17:57,Conventional R/W,7/3/2006 18:13,0.01,7/3/2006 18:10,0.01,Y,0.5,7/3/2006 18:13,7/3/2006 18:40,0.1,7/3/2006 19:01,0.1,,,7/3/2006 20:12,0.1,0.1,A,Y,?,Y,Y,POINT (422831.1633810113 5813647.578035052),Rocky Mountain House Forest Area,Rocky Mountain House,17.66666667,2006-07-03,984333,NX,2006-07-03,,23.0,9.0,40.0,0.7,0.0,0.0,0.7,3.0,,180,89.0,58.3,297.8,4.3,78.3,15.2,3.37,52.48,-116.16
16735,37279,GWF121,2006,7/3/2006 18:09,2006-07-03 18:09:00,AIR,,,,,54.517967,-119.5346,7/3/2006 18:30,HAC,5  minutes,7/3/2006 18:09,0.01,Delayed Action - Lower Priority,Wildfire Assessor,0.0,Surface,C2,Middle 1/3,,Lightning,,N,21.0,45.0,SE,10.0,Cloudy,HAC1H,7/12/2006 13:25,Conventional R/W,,,7/12/2006 14:40,0.01,N,,,7/3/2006 18:09,0.01,7/3/2006 18:09,0.01,,,7/12/2006 14:50,0.01,0.01,A,Y,?,Y,Y,POINT (206678.6178871593 6048196.047438116),Grande Prairie Forest Area,Grande Prairie,18.15,2006-07-03,976110,NM,2006-07-03,,23.5,9.8,41.83,0.0,0.0,0.0,0.0,0.0,,0,90.1,44.6,177.4,4.4,54.7,12.6,2.4,54.56,-119.63
16751,36053,PWF026,2006,4/25/2006 14:45,2006-04-25 14:50:00,LKT,S,LG,M,Drifting Low,56.624722,-117.334167,4/25/2006 14:56,HAC,3 minutes,4/25/2006 15:20,0.03,Immediate Action,IA Forces,1.0,Surface,O1a,Flat,"No V at R, no resources requested, control difficulties, or requirements asked for. ",Resident,,N,25.0,30.0,S,13.0,Clear,Land Owner,,,,,,,,,,4/25/2006 15:20,0.03,4/25/2006 15:57,0.2,4/25/2006 15:57,61.9,5/2/2006 10:21,61.9,61.9,D,Y,,Y,Y,POINT (356853.0490549889 6275537.243708375),Peace River Forest Area,Peace River,14.83333333,2006-04-25,407230,DW,2006-04-25,,24.5,-5.2,13.51,0.0,0.0,0.0,0.0,14.0,,315,95.3,25.3,370.5,18.2,43.2,31.3,12.07,56.64,-117.39
16760,36867,MWF050,2006,6/18/2006 20:10,2006-06-18 20:10:00,LKT,,,,,57.171217,-110.851867,6/18/2006 20:12,HAC,5  minutes,6/18/2006 20:16,0.01,Immediate Action,IA Forces,1.0,Surface,C2,Flat,,Lightning,,N,20.0,45.0,E,5.0,Clear,HAC1H,6/18/2006 20:15,Conventional R/W,,,6/18/2006 20:25,0.01,N,,,6/18/2006 21:33,0.01,6/18/2006 21:33,0.01,,,6/18/2006 22:05,0.01,0.01,A,Y,?,Y,Y,POINT (750641.2015875727 6341538.990758917),Fort McMurray Forest Area,Fort McMurray,20.16666667,2006-06-18,951533,MU,2006-06-18,,21.0,14.9,68.12,0.0,0.0,0.0,0.0,8.0,,90,86.1,67.1,396.3,3.7,94.2,15.0,3.28,57.14,-110.89
16761,36868,MWF051,2006,6/18/2006 20:27,2006-06-18 20:30:00,LKT,,,,,57.624128,-111.748307,6/18/2006 20:30,HAC,3 minutes,6/18/2006 20:30,0.01,Delayed Action - Lower Priority,IA Forces,0.0,Ground,C4,Flat,,Lightning,,N,23.0,75.0,CLM,0.0,Cloudy,HAC1H,6/19/2006 17:15,Conventional R/W,,,6/19/2006 17:28,0.01,N,,,6/19/2006 10:20,0.01,6/19/2006 17:28,0.01,,,6/19/2006 18:15,0.01,0.01,A,Y,?,N,Y,POINT (694092.6968379985 6388962.116663788),Fort McMurray Forest Area,Fort McMurray,20.5,2006-06-18,155515,BI,2006-06-18,,20.0,14.7,71.52,0.4,0.0,0.0,0.4,7.0,,270,85.1,28.3,271.0,3.1,44.9,8.3,1.15,57.69,-111.83
16770,36007,SWF046,2006,4/23/2006 15:56,2006-04-23 16:03:00,LKT,LC,DG,S,Drifting Low,55.893567,-115.821585,4/23/2006 16:04,WFC2,30  minutes,4/23/2006 16:20,0.01,Immediate Action,IA Forces,0.0,Surface,,Flat,,Resident,,N,16.0,69.0,NW,25.0,Clear,Land Owner,,,,,,,,,,4/23/2006 16:20,0.01,4/23/2006 16:20,0.01,,,4/23/2006 16:25,0.01,0.01,A,Y,,Y,Y,POINT (448640.0213967513 6192060.20626849),Slave Lake Forest Area,Slave Lake,16.05,2006-04-23,649837,GT,2006-04-23,,11.5,-3.4,35.06,0.0,0.0,0.0,0.0,14.0,,45,81.4,19.8,227.8,2.7,32.5,6.0,0.65,55.9,-115.76
16805,36882,EWF098,2006,6/20/2006 17:02,2006-06-20 17:02:00,LKT,LC,LG,N,Drifting Low,53.378517,-117.6494,6/20/2006 17:11,FPD Staff,30  minutes,6/20/2006 18:35,0.01,Immediate Action,IA Forces,0.0,Surface,,Flat,"No values at risk, no requirements.",Resident,,N,17.0,60.0,CLM,0.0,Rainshowers,Land Owner,,,,,,,,,,6/20/2006 18:35,0.01,6/20/2006 18:35,0.01,,,6/21/2006 13:30,0.01,0.01,A,Y,,Y,Y,POINT (323845.2712146892 5915281.847288142),Edson Forest Area,Edson,17.03333333,2006-06-20,435460,E4,2006-06-20,,15.9,9.0,61.0,15.24,0.0,0.0,15.24,17.0,,45,54.6,9.0,153.3,0.6,15.7,0.5,0.01,53.4,-117.58
16807,36884,PWF072,2006,6/20/2006 19:36,2006-06-20 19:36:00,UNP,LC,LG,S,Straight Up,56.232717,-118.579883,6/20/2006 19:45,HAC,30  minutes,6/20/2006 21:45,0.07,Immediate Action,IA Forces,0.0,Ground,O1a,Flat,None.,Recreation,,N,14.0,50.0,N,4.0,Cloudy,Fire Department,,,,,,,,,,6/20/2006 21:45,0.07,6/20/2006 21:45,0.07,,,6/20/2006 21:56,0.07,0.07,A,Y,,Y,Y,POINT (278217.9619934864 6235249.822205295),Peace River Forest Area,Peace River,19.6,2006-06-20,666572,HC,2006-06-20,,14.0,10.6,79.96,0.5,0.0,0.0,0.5,6.0,,45,82.8,27.3,351.5,2.1,45.7,6.0,0.66,56.2,-118.64
16819,35845,SWF011,2006,4/14/2006 15:21,2006-04-14 15:21:00,LKT,LC,LG,S,Drifting Low,55.409467,-116.170717,4/14/2006 15:23,FPD Staff,30  minutes,4/14/2006 15:50,0.1,Immediate Action,IA Forces,0.0,Surface,,Flat,Community of Sucker Creek,Resident,,Y,14.0,26.0,S,21.0,Cloudy,Fire Department,,,,,,,,,,4/14/2006 15:50,0.1,4/14/2006 15:50,0.1,4/14/2006 17:25,0.1,4/15/2006 13:30,0.1,0.1,A,Y,,Y,Y,POINT (425907.022059988 6138524.107021269),Slave Lake Forest Area,Slave Lake,15.35,2006-04-14,480352,EH,2006-04-14,,11.0,-6.2,29.32,0.0,0.0,0.0,0.0,15.0,,315,86.5,8.1,255.5,5.5,15.0,7.4,0.94,55.32,-116.2
16820,36040,PWF023,2006,4/25/2006 9:27,2006-04-25 09:30:00,LKT,LC,LG,N,Drifting Low,56.536667,-119.366433,4/25/2006 9:30,HAC,3 minutes,4/25/2006 11:36,0.1,Immediate Action,IA Forces,0.0,Ground,,Flat,"various slash and brush burning in 11 different piles, no values at risk, establishing any further requirements. ",Oil & Gas Industry,,N,20.0,15.0,SW,5.0,Clear,Land Owner,,,,,,,,,,4/25/2006 11:36,0.1,4/25/2006 11:36,0.1,4/25/2006 12:25,0.1,4/30/2006 12:45,0.1,0.1,A,Y,,Y,Y,POINT (231670.1971647957 6271840.809084998),Peace River Forest Area,Peace River,9.5,2006-04-25,311514,CH,2006-04-25,,16.5,0.7,34.25,0.0,0.0,0.0,0.0,13.0,,45,87.3,11.2,175.4,5.6,19.3,8.6,1.23,56.6,-119.41
